Date,Category,Product,Customer,Region,Sales_Rep,Quantity,Unit_Price,Total_Amount,Returned
2024-01-30,Footwear,Boots,Derek Zuniga,West,Sara Fuller,1,108.15,108.15,0
2024-01-12,Clothing,Sweater,Sharon Cherry,West,Carlos Ryan,2,19.4,38.8,0
2023-12-15,Footwear,Sandals,Mike Allen,North,Tanner Mitchell DDS,4,30.52,122.08,0
2023-05-10,Footwear,Sandals,Cameron Parker,North,Kevin Oconnor,1,93.32,93.32,0
2024-03-18,Accessories,Bag,Richard Aguirre,West,Sara Fuller,2,65.76,131.52,1
2023-06-16,Clothing,Jeans,David Douglas Jr.,North,Dawn Summers,1,165.17,165.17,0
2023-07-22,Clothing,T-shirt,Patty Perez,West,Dawn Summers,1,31.63,31.63,0
2023-12-19,Accessories,Bag,Debra Morton,South,Heather Fields,3,119.21,357.63,0
2023-03-22,Footwear,Sneakers,Matthew Harrington,North,Tanner Mitchell DDS,4,143.43,573.72,1
2023-07-02,Accessories,Bag,Joyce Bowen,South,Heather Fields,1,186.59,186.59,0
2023-09-07,Clothing,Jacket,Elaine Brooks,West,Kevin Oconnor,4,90.15,360.6,0
2024-01-11,Clothing,T-shirt,Angelica Keith,South,Kevin Oconnor,4,137.48,549.92,0
2023-05-09,Clothing,Dress,Matthew Moore,East,Kiara Mcintyre,1,68.78,68.78,0
2023-10-05,Accessories,Sunglasses,Deborah Figueroa,South,Dawn Summers,3,191.27,573.81,0
2023-10-06,Footwear,Sandals,Yvonne Chambers,South,Maria Parker,1,130.92,130.92,0
2023-02-05,Accessories,Bag,Jessica Stephens,East,Maria Parker,1,167.62,167.62,0
2023-10-05,Footwear,Loafers,Allison Hill,West,Kiara Mcintyre,4,140.45,561.8,0
2024-01-11,Clothing,T-shirt,Jonathan Peterson,South,Dawn Summers,2,162.07,324.14,0
2023-06-14,Accessories,Watch,Matthew Moore,South,Edward Burgess,1,32.99,32.99,0
2023-09-26,Accessories,Sunglasses,Jessica Garcia,East,Megan Le,4,181.06,724.24,0
2023-06-15,Footwear,Sandals,Timothy Duncan,North,Heather Fields,3,77.41,232.23,1
2023-01-23,Clothing,Jeans,Holly Wood,North,Sara Fuller,3,132.76,398.28,0
2023-09-06,Clothing,T-shirt,Holly Wood,West,Dawn Summers,3,122.8,368.4,0
2023-12-03,Footwear,Sandals,Judy Baker,South,Kevin Oconnor,2,36.39,72.78,0
2023-11-07,Accessories,Watch,Abigail Shaffer,West,Sara Fuller,3,176.0,528.0,0
2024-03-31,Clothing,Dress,James Ferrell,West,Kevin Oconnor,3,150.79,452.37,0
2024-02-25,Footwear,Sneakers,Robert Potter,North,Kiara Mcintyre,3,111.45,334.35,0
2024-01-11,Clothing,Jacket,Brittany Farmer,North,Sara Fuller,1,142.03,142.03,0
2023-02-21,Accessories,Bag,Jonathan Lawrence,South,Edward Burgess,3,102.34,307.02,0
2023-04-09,Accessories,Bag,Stephanie Byrd,West,Megan Le,2,182.93,365.86,0
2024-01-18,Clothing,Sweater,Ashley Barton,West,Carlos Ryan,3,75.2,225.6,0
2024-03-28,Clothing,Jeans,Denise Jacobs,West,Kiara Mcintyre,1,22.8,22.8,0
2023-09-16,Footwear,Boots,Shelly Alexander,West,Dawn Summers,3,91.69,275.07,0
2023-06-30,Footwear,Sandals,Debra Morton,West,Edward Burgess,3,113.08,339.24,0
2024-02-27,Accessories,Belt,Michelle Harmon,South,Dawn Summers,2,94.82,189.64,0
2023-07-12,Accessories,Belt,Lindsay Martinez,West,Carlos Ryan,3,95.52,286.56,0
2023-07-23,Clothing,T-shirt,Joyce Solis,North,Dawn Summers,1,91.89,91.89,0
2023-09-23,Clothing,Jacket,Daniel Wagner,South,Maria Parker,4,12.34,49.36,0
2023-04-20,Footwear,Sneakers,David Douglas Jr.,South,Kiara Mcintyre,2,144.06,288.12,0
2023-02-18,Clothing,Dress,Angela Vaughn,South,Megan Le,3,107.22,321.66,0
2023-05-16,Footwear,Boots,Jeffrey Chandler,East,Maria Parker,3,37.09,111.27,0
2023-02-17,Accessories,Sunglasses,Stephanie Byrd,North,Sara Fuller,1,189.86,189.86,0
2024-01-06,Footwear,Loafers,Lisa Archer,North,Carlos Ryan,2,132.71,265.42,0
2023-11-01,Accessories,Belt,Carla Gray,West,Dawn Summers,3,83.32,249.96,0
2023-02-10,Clothing,Jacket,Lawrence Adkins,West,Edward Burgess,3,69.13,207.39,0
2024-03-20,Clothing,Jeans,Connie Lawrence,North,Edward Burgess,1,110.91,110.91,0
2023-06-06,Accessories,Watch,Jeffrey Johnson,South,Kiara Mcintyre,4,197.73,790.92,0
2023-06-17,Accessories,Bag,Steve Sanchez,West,Tanner Mitchell DDS,4,41.8,167.2,1
2023-08-17,Accessories,Watch,Crystal Johnson,East,Edward Burgess,2,15.23,30.46,0
2024-02-07,Footwear,Boots,Carol Tucker,North,Kevin Oconnor,3,35.8,107.4,0
2023-09-01,Accessories,Watch,Amanda Jones,East,Edward Burgess,2,15.88,31.76,0
2023-02-13,Footwear,Loafers,Tracy House,West,Megan Le,2,85.13,170.26,0
2023-10-14,Clothing,Dress,Elizabeth Perkins,South,Dawn Summers,1,97.12,97.12,0
2023-10-15,Accessories,Bag,Helen Jones,East,Heather Fields,1,168.74,168.74,0
2024-02-02,Footwear,Sandals,Ryan Gonzalez,North,Heather Fields,4,69.65,278.6,0
2023-12-10,Footwear,Loafers,Samantha Garcia,South,Kevin Oconnor,4,199.02,796.08,0
2023-06-14,Footwear,Sneakers,Joshua Perry,East,Megan Le,1,64.8,64.8,1
2023-11-12,Footwear,Boots,Benjamin Smith,South,Tanner Mitchell DDS,4,15.88,63.52,1
2023-04-13,Accessories,Belt,Lisa Barnes,North,Heather Fields,2,112.87,225.74,0
2024-01-14,Clothing,Jeans,Sarah Moore,North,Maria Parker,1,111.13,111.13,0
2023-06-25,Accessories,Watch,Joshua Perry,West,Carlos Ryan,1,168.39,168.39,0
2023-01-12,Footwear,Boots,Matthew Moore,South,Sara Fuller,2,167.09,334.18,0
2023-10-07,Accessories,Belt,Amanda Jones,South,Carlos Ryan,2,20.95,41.9,0
2023-12-22,Accessories,Watch,Debra Christian,North,Dawn Summers,4,54.66,218.64,0
2023-05-11,Clothing,T-shirt,Joyce Solis,East,Sara Fuller,4,75.98,303.92,0
2023-01-28,Footwear,Sneakers,Debra Davidson,East,Edward Burgess,4,199.95,799.8,0
2023-12-06,Accessories,Belt,Michael Lewis,East,Tanner Mitchell DDS,2,102.89,205.78,0
2024-03-20,Accessories,Sunglasses,Victor Baker,North,Edward Burgess,1,149.57,149.57,0
2023-06-11,Footwear,Sneakers,Anna Henderson,West,Sara Fuller,2,118.18,236.36,0
2023-10-15,Accessories,Watch,Margaret Hawkins DDS,East,Sara Fuller,1,148.86,148.86,0
2023-06-20,Footwear,Loafers,Kelly Donovan,East,Tanner Mitchell DDS,1,100.35,100.35,0
2023-12-17,Footwear,Sandals,Brenda Hall,East,Sara Fuller,3,35.15,105.45,0
2024-02-20,Clothing,Jacket,Adam Vaughan,East,Tanner Mitchell DDS,2,147.21,294.42,0
2023-04-26,Clothing,Jacket,Ricky Davis II,North,Megan Le,4,17.22,68.88,0
2024-01-09,Footwear,Boots,Katherine Salas,South,Sara Fuller,3,33.72,101.16,0
2023-08-07,Footwear,Sandals,Lori Guerrero,South,Kiara Mcintyre,4,98.69,394.76,0
2023-04-16,Accessories,Bag,William Barrett,South,Kiara Mcintyre,2,38.27,76.54,0
2024-03-17,Clothing,Jacket,Cynthia Rowe,West,Megan Le,4,27.8,111.2,0
2024-01-30,Clothing,Sweater,Kelly Donovan,North,Kevin Oconnor,2,121.86,243.72,0
2023-10-13,Accessories,Watch,John Whitehead,South,Kevin Oconnor,2,109.26,218.52,0
2024-01-08,Clothing,Jacket,Denise Mccann,East,Edward Burgess,3,83.44,250.32,0
2023-08-15,Accessories,Belt,Megan Young,North,Sara Fuller,1,78.83,78.83,0
2023-03-09,Clothing,T-shirt,Robert Potter,South,Dawn Summers,1,196.34,196.34,0
2023-11-02,Clothing,Jeans,Michele Williams,North,Kevin Oconnor,3,124.4,373.2,0
2023-12-19,Footwear,Boots,Kathleen Moran,West,Dawn Summers,3,191.65,574.95,0
2023-12-31,Accessories,Belt,John Whitehead,West,Edward Burgess,1,21.3,21.3,0
2023-08-31,Clothing,Jeans,Jessica Smith,North,Sara Fuller,1,170.92,170.92,0
2023-07-29,Clothing,Jacket,Denise Mccann,South,Sara Fuller,3,69.26,207.78,0
2024-01-23,Clothing,T-shirt,Matthew Mcmillan,West,Carlos Ryan,1,106.98,106.98,0
2023-12-19,Footwear,Loafers,Michelle Evans,West,Edward Burgess,3,149.47,448.41,0
2024-02-02,Clothing,Sweater,John Bishop,West,Kevin Oconnor,2,140.67,281.34,0
2023-11-10,Accessories,Watch,Kimberly Gibson,West,Heather Fields,2,110.17,220.34,0
2023-08-22,Clothing,Jeans,Joshua Reed,West,Kiara Mcintyre,1,78.16,78.16,0
2024-01-12,Clothing,Sweater,Adam Vaughan,North,Kiara Mcintyre,4,149.28,597.12,0
2023-04-08,Footwear,Loafers,Joseph Coleman,East,Maria Parker,2,11.68,23.36,1
2023-08-25,Clothing,Dress,David Wright,North,Dawn Summers,4,198.98,795.92,0
2023-12-20,Accessories,Bag,David Davis,North,Carlos Ryan,2,12.72,25.44,0
2024-01-05,Accessories,Watch,Denise Jacobs,South,Dawn Summers,1,130.25,130.25,0
2023-07-21,Footwear,Sandals,Jessica Stephens,South,Tanner Mitchell DDS,1,153.15,153.15,0
2023-08-21,Accessories,Bag,Christopher Parker,East,Heather Fields,4,163.74,654.96,0
2023-06-15,Accessories,Bag,Donald Wright,North,Heather Fields,3,126.58,379.74,0
2023-12-28,Footwear,Sandals,Anthony Humphrey,West,Kiara Mcintyre,1,147.4,147.4,0
2024-01-08,Accessories,Bag,Angelica Keith,West,Kiara Mcintyre,4,87.35,349.4,0
2023-01-23,Clothing,Jacket,Briana Murray,South,Megan Le,3,114.33,342.99,0
2024-03-20,Clothing,Jeans,Justin Baker,East,Edward Burgess,1,190.06,190.06,0
2023-06-08,Accessories,Sunglasses,Stephanie Salazar,North,Megan Le,1,29.18,29.18,0
2023-03-09,Clothing,T-shirt,Megan Orr,West,Tanner Mitchell DDS,2,24.6,49.2,0
2023-09-12,Footwear,Sneakers,Tanya Kim,South,Sara Fuller,2,56.02,112.04,0
2023-10-29,Accessories,Sunglasses,Christopher Parker,West,Edward Burgess,2,23.85,47.7,0
2023-02-10,Accessories,Watch,Erin Edwards,East,Kiara Mcintyre,3,50.11,150.33,0
2023-11-14,Accessories,Bag,Judy Baker,South,Megan Le,3,162.66,487.98,1
2023-01-29,Accessories,Belt,Lisa Jackson,North,Megan Le,2,60.57,121.14,0
2023-12-08,Accessories,Belt,Daniel Murphy,North,Heather Fields,3,100.52,301.56,0
2023-02-25,Footwear,Boots,Michael Evans,South,Maria Parker,1,51.66,51.66,0
2023-08-22,Accessories,Belt,Lisa Jackson,East,Heather Fields,3,77.98,233.94,0
2023-06-15,Footwear,Loafers,Debra Davidson,North,Edward Burgess,2,45.69,91.38,0
2023-05-30,Footwear,Boots,Connor West,East,Maria Parker,4,95.38,381.52,0
2023-09-27,Footwear,Boots,Sierra Johnson,North,Dawn Summers,4,115.38,461.52,0
2023-02-25,Accessories,Watch,Frank Cordova,East,Dawn Summers,2,55.97,111.94,0
2023-08-07,Accessories,Belt,Mary Marshall,East,Kiara Mcintyre,4,67.61,270.44,0
2023-03-08,Accessories,Sunglasses,Kimberly Gibson,West,Carlos Ryan,2,108.83,217.66,0
2024-02-18,Clothing,Sweater,Jeffrey Chandler,South,Maria Parker,3,146.92,440.76,0
2023-01-01,Clothing,T-shirt,Sara Johnston,South,Heather Fields,3,64.01,192.03,0
2024-02-14,Accessories,Sunglasses,Denise Mccann,East,Tanner Mitchell DDS,2,147.13,294.26,0
2023-06-29,Accessories,Bag,Connie Lawrence,East,Sara Fuller,1,70.34,70.34,0
2023-05-11,Clothing,Jacket,Devon Flores,East,Kiara Mcintyre,2,158.77,317.54,0
2024-01-28,Clothing,T-shirt,Jamie Walton,West,Kevin Oconnor,2,144.33,288.66,0
2024-01-06,Accessories,Watch,Aimee Montoya,East,Sara Fuller,2,98.72,197.44,0
2024-03-02,Footwear,Loafers,Kevin Walters,South,Tanner Mitchell DDS,4,150.77,603.08,0
2023-09-04,Clothing,Dress,Joyce Bowen,West,Kevin Oconnor,3,167.08,501.24,0
2024-02-06,Footwear,Sneakers,Kimberly Gibson,East,Maria Parker,1,170.12,170.12,0
2023-10-12,Accessories,Watch,Sharon Cherry,East,Dawn Summers,4,182.37,729.48,1
2024-02-14,Footwear,Sneakers,Angela Lopez,North,Maria Parker,3,182.89,548.67,0
2023-06-23,Footwear,Boots,Jeremy Reed,West,Dawn Summers,4,138.28,553.12,0
2023-04-06,Accessories,Watch,Jason Stein,North,Kevin Oconnor,3,103.82,311.46,0
2023-05-20,Footwear,Sneakers,Cynthia Moore,East,Sara Fuller,3,170.41,511.23,0
2023-08-20,Footwear,Boots,Cynthia Rowe,South,Maria Parker,3,41.72,125.16,0
2023-02-27,Footwear,Sneakers,Christine Wright,West,Heather Fields,1,44.73,44.73,0
2023-09-17,Clothing,Dress,Susan Murray MD,South,Megan Le,3,190.65,571.95,0
2023-06-24,Footwear,Sandals,Alyssa Day,North,Megan Le,2,61.1,122.2,0
2024-02-25,Accessories,Bag,Marc Moore,West,Tanner Mitchell DDS,3,132.39,397.17,0
2023-07-18,Accessories,Watch,Angie Henderson,North,Maria Parker,1,104.73,104.73,0
2023-12-18,Accessories,Watch,Jamie Walton,North,Carlos Ryan,4,92.22,368.88,0
2023-02-22,Accessories,Belt,Jamie Arnold,East,Dawn Summers,2,130.54,261.08,0
2023-11-24,Clothing,Jacket,Rebecca Valencia,East,Sara Fuller,1,19.95,19.95,0
2023-05-22,Accessories,Belt,Benjamin Smith,East,Heather Fields,2,114.89,229.78,0
2023-03-18,Clothing,Jacket,Brent Jordan,North,Tanner Mitchell DDS,2,50.28,100.56,0
2023-04-16,Accessories,Belt,Tammie Bright,East,Kevin Oconnor,3,148.79,446.37,0
2023-03-14,Accessories,Belt,Margaret Coleman,South,Sara Fuller,4,138.78,555.12,0
2023-02-06,Footwear,Sandals,Wayne Morgan,North,Carlos Ryan,2,85.0,170.0,1
2023-03-08,Clothing,Dress,Judy Baker,West,Heather Fields,4,150.33,601.32,0
2023-01-28,Clothing,Dress,Melissa Brewer,West,Megan Le,4,19.92,79.68,0
2023-11-12,Footwear,Sandals,Jamie Walton,North,Sara Fuller,2,47.85,95.7,0
2024-01-22,Footwear,Boots,Shane Henderson,North,Carlos Ryan,4,18.17,72.68,0
2023-08-22,Footwear,Loafers,Andrew Avila,South,Sara Fuller,1,31.19,31.19,0
2023-03-15,Accessories,Belt,Jonathan Peterson,South,Edward Burgess,4,28.97,115.88,0
2023-12-25,Accessories,Belt,Alyssa Long,West,Carlos Ryan,1,82.03,82.03,0
2023-01-16,Clothing,Dress,Richard Aguirre,West,Kevin Oconnor,2,144.78,289.56,1
2023-08-25,Clothing,Jacket,Lawrence Adkins,South,Dawn Summers,3,103.64,310.92,0
2023-09-18,Clothing,Dress,Shannon Jones,North,Kevin Oconnor,1,182.15,182.15,0
2024-02-10,Footwear,Loafers,David Martinez,West,Dawn Summers,1,98.18,98.18,1
2023-05-03,Accessories,Bag,Amanda Jones,West,Megan Le,4,85.55,342.2,0
2023-07-16,Clothing,Jacket,Sharon Cherry,West,Dawn Summers,3,157.06,471.18,0
2024-02-06,Footwear,Sandals,Shannon James,South,Sara Fuller,4,34.99,139.96,0
2023-12-06,Accessories,Watch,Margaret Coleman,North,Carlos Ryan,2,13.22,26.44,0
2023-10-31,Accessories,Sunglasses,Alyssa Long,North,Kiara Mcintyre,2,79.87,159.74,0
2024-02-25,Footwear,Boots,Jason Stein,North,Edward Burgess,3,13.33,39.99,0
2023-11-03,Clothing,Sweater,John Bishop,West,Kevin Oconnor,1,150.42,150.42,0
2023-11-27,Accessories,Watch,John Pierce,South,Sara Fuller,1,80.63,80.63,0
2024-03-30,Accessories,Watch,Sarah Moore,West,Megan Le,3,135.97,407.91,0
2023-09-30,Footwear,Loafers,John Young,South,Carlos Ryan,4,170.94,683.76,0
2023-04-16,Accessories,Belt,Devon Flores,East,Dawn Summers,3,167.65,502.95,0
2023-08-11,Accessories,Belt,Philip Cannon,North,Dawn Summers,4,97.02,388.08,0
2023-11-10,Accessories,Sunglasses,Amber Kidd,North,Maria Parker,4,180.9,723.6,0
2023-07-09,Accessories,Watch,Allison Hill,East,Kiara Mcintyre,1,56.85,56.85,0
2023-02-26,Footwear,Sneakers,Larry Dixon,West,Edward Burgess,3,21.35,64.05,0
2023-11-17,Footwear,Loafers,Cathy Robinson,West,Edward Burgess,4,191.98,767.92,1
2023-10-07,Clothing,Jeans,Brandon Bailey MD,South,Megan Le,1,110.84,110.84,0
2023-10-12,Footwear,Sandals,Katherine Salas,East,Megan Le,3,192.93,578.79,0
2024-03-22,Accessories,Bag,James Brown,North,Tanner Mitchell DDS,1,48.95,48.95,0
2023-11-28,Clothing,Jeans,Kimberly Gutierrez,South,Edward Burgess,3,36.75,110.25,0
2023-02-13,Clothing,Dress,Laura Roberts,West,Dawn Summers,2,69.88,139.76,0
2023-11-16,Clothing,Dress,Katie Suarez,West,Edward Burgess,1,164.11,164.11,0
2023-07-16,Footwear,Boots,Anna Henderson,North,Edward Burgess,3,41.14,123.42,0
2023-10-23,Footwear,Boots,Susan Murray MD,West,Maria Parker,1,75.59,75.59,1
2023-10-07,Accessories,Belt,Derek Zuniga,West,Tanner Mitchell DDS,4,147.75,591.0,0
2023-12-27,Footwear,Sneakers,William Barrett,North,Carlos Ryan,3,144.47,433.41,0
2023-03-14,Accessories,Belt,Sara Johnston,North,Kiara Mcintyre,1,186.82,186.82,0
2023-09-25,Accessories,Watch,Erin Edwards,North,Carlos Ryan,1,95.06,95.06,0
2023-12-17,Accessories,Belt,Stephanie Ross,North,Kevin Oconnor,2,67.36,134.72,0
2023-08-29,Footwear,Loafers,Margaret Coleman,West,Kevin Oconnor,4,105.11,420.44,0
2023-06-30,Footwear,Sandals,Daniel Baker,East,Tanner Mitchell DDS,1,127.97,127.97,1
2024-01-08,Accessories,Belt,James Ferrell,South,Carlos Ryan,2,97.34,194.68,0
2023-10-21,Clothing,Jacket,Michele Williams,West,Maria Parker,1,97.13,97.13,0
2023-02-12,Clothing,Sweater,Brittany Farmer,East,Maria Parker,2,94.65,189.3,0
2023-03-09,Accessories,Belt,Cheyenne Horton,North,Maria Parker,3,138.13,414.39,0
2024-01-15,Clothing,Sweater,Aimee Montoya,South,Dawn Summers,3,160.7,482.1,0
2023-12-04,Footwear,Sandals,Aimee Montoya,South,Maria Parker,4,135.23,540.92,0
2023-09-06,Clothing,Sweater,Holly Wood,North,Kevin Oconnor,4,190.77,763.08,1
2023-03-16,Accessories,Bag,Barbara Dudley,West,Edward Burgess,4,191.07,764.28,0
2023-05-02,Accessories,Sunglasses,Daniel Baker,East,Sara Fuller,4,59.31,237.24,0
2023-01-28,Accessories,Belt,John Daniel,South,Tanner Mitchell DDS,3,43.46,130.38,0
2023-08-26,Footwear,Loafers,Brenda Hall,South,Carlos Ryan,2,196.42,392.84,0
2023-07-14,Accessories,Sunglasses,Kevin Walters,South,Maria Parker,3,149.1,447.3,0
2023-09-29,Footwear,Sneakers,Stephanie Salazar,West,Carlos Ryan,1,192.43,192.43,0
2023-12-14,Footwear,Sneakers,Eric Carney,East,Kiara Mcintyre,2,193.74,387.48,0
2024-03-08,Footwear,Sandals,Darlene Miller,East,Maria Parker,2,100.61,201.22,0
2024-02-15,Clothing,Jacket,Amber Obrien,West,Edward Burgess,3,54.09,162.27,0
2024-01-31,Accessories,Bag,Stephen Mckee,East,Kiara Mcintyre,1,40.91,40.91,0
2023-12-13,Accessories,Bag,Paul Castaneda,North,Kiara Mcintyre,2,172.49,344.98,0
2023-12-11,Clothing,T-shirt,Abigail Shaffer,North,Edward Burgess,1,11.72,11.72,0
2023-09-26,Clothing,Dress,Robert Oconnell,East,Sara Fuller,4,114.88,459.52,0
2023-05-09,Clothing,T-shirt,Lisa Hensley,North,Dawn Summers,1,52.19,52.19,0
2023-01-30,Accessories,Bag,Connor West,North,Heather Fields,2,107.79,215.58,0
2024-03-14,Accessories,Bag,Debra Christian,South,Dawn Summers,2,91.45,182.9,0
2023-02-26,Accessories,Bag,Megan Orr,West,Maria Parker,3,179.98,539.94,0
2023-12-05,Clothing,Dress,David Douglas Jr.,East,Edward Burgess,4,64.89,259.56,0
2023-05-12,Clothing,T-shirt,David Douglas Jr.,West,Tanner Mitchell DDS,3,191.42,574.26,0
2023-07-18,Footwear,Sneakers,Mary Marshall,South,Maria Parker,1,154.59,154.59,0
2023-08-14,Clothing,Dress,Rebecca Valencia,West,Dawn Summers,4,27.24,108.96,0
2023-04-02,Accessories,Sunglasses,Michael Lewis,West,Megan Le,3,190.68,572.04,0
2023-04-22,Accessories,Watch,Kirk Carter,North,Maria Parker,2,128.19,256.38,1
2023-01-18,Clothing,T-shirt,Jeremy Reed,West,Maria Parker,1,117.17,117.17,0
2023-01-10,Footwear,Boots,Allison Hill,West,Tanner Mitchell DDS,4,170.98,683.92,1
2023-05-17,Clothing,Jacket,Melissa Brewer,North,Dawn Summers,2,184.47,368.94,0
2023-09-21,Accessories,Sunglasses,Shannon Rivera,West,Edward Burgess,2,169.57,339.14,0
2024-03-08,Accessories,Watch,Wayne Morgan,North,Sara Fuller,1,16.84,16.84,0
2023-07-16,Accessories,Sunglasses,Connor West,East,Dawn Summers,2,139.11,278.22,0
2023-06-20,Accessories,Belt,David Martinez,North,Tanner Mitchell DDS,4,120.51,482.04,0
2023-07-07,Accessories,Belt,Fred Smith,East,Carlos Ryan,3,91.23,273.69,0
2023-11-28,Clothing,Jeans,Shelia Wallace,West,Tanner Mitchell DDS,3,63.67,191.01,0
2023-12-05,Clothing,Jacket,Nathan Freeman,East,Heather Fields,3,181.71,545.13,0
2023-09-07,Clothing,Dress,Deborah Figueroa,North,Megan Le,1,89.7,89.7,0
2023-04-09,Clothing,Sweater,April Frost,West,Carlos Ryan,2,178.89,357.78,0
2023-02-02,Accessories,Belt,Kristen Davis,West,Kiara Mcintyre,1,122.31,122.31,0
2023-01-09,Clothing,Jacket,Zachary Hicks,North,Kevin Oconnor,3,122.82,368.46,0
2023-07-27,Clothing,Jeans,Colin Terry,South,Carlos Ryan,2,23.52,47.04,0
2024-01-15,Accessories,Bag,Sherri Baker,South,Tanner Mitchell DDS,3,177.1,531.3,0
2023-09-08,Accessories,Watch,Matthew Moon,North,Dawn Summers,3,164.07,492.21,0
2023-05-05,Accessories,Bag,Gina Moore,North,Megan Le,1,148.08,148.08,0
2023-06-07,Clothing,Dress,Christopher Bass,North,Dawn Summers,4,134.38,537.52,0
2024-02-23,Clothing,T-shirt,Cynthia Moore,South,Dawn Summers,1,98.03,98.03,0
2023-02-02,Clothing,Dress,Joshua Cooke,East,Edward Burgess,4,90.79,363.16,0
2023-03-03,Accessories,Bag,Michael Powell,North,Sara Fuller,2,113.87,227.74,0
2023-10-31,Clothing,Jacket,Tricia Valencia,East,Heather Fields,1,89.15,89.15,0
2023-03-14,Footwear,Boots,Jessica Gross,South,Kiara Mcintyre,1,147.39,147.39,0
2023-08-13,Clothing,Sweater,Margaret Hawkins DDS,North,Megan Le,3,67.8,203.4,0
2024-02-10,Accessories,Sunglasses,Kelly Donovan,West,Tanner Mitchell DDS,3,177.72,533.16,0
2023-02-11,Clothing,T-shirt,Brian Rodriguez,East,Heather Fields,4,193.7,774.8,0
2023-08-02,Accessories,Sunglasses,Jessica Callahan,South,Sara Fuller,3,131.72,395.16,0
2023-11-24,Footwear,Loafers,Christopher Smith,South,Sara Fuller,1,90.3,90.3,0
2023-11-09,Accessories,Watch,Denise Jacobs,North,Carlos Ryan,2,165.43,330.86,0
2023-11-18,Footwear,Sandals,Julie Alexander,South,Tanner Mitchell DDS,3,44.51,133.53,0
2023-04-09,Clothing,Sweater,Joshua Blair,East,Dawn Summers,3,199.91,599.73,0
2024-03-17,Accessories,Bag,David Davis,East,Sara Fuller,4,153.31,613.24,0
2023-01-28,Clothing,T-shirt,Angela Lopez,West,Carlos Ryan,1,38.42,38.42,0
2023-04-01,Clothing,T-shirt,Stephanie Ross,East,Kevin Oconnor,3,113.45,340.35,0
2023-04-18,Footwear,Sandals,Darlene Miller,West,Dawn Summers,3,61.11,183.33,0
2023-01-23,Clothing,T-shirt,Matthew Moore,South,Megan Le,1,190.92,190.92,0
2024-02-07,Clothing,Dress,Diane Evans,North,Heather Fields,1,78.72,78.72,1
2023-05-01,Accessories,Sunglasses,Laura Haney,West,Kevin Oconnor,3,145.74,437.22,0
2023-04-12,Accessories,Belt,Ashley Waller,East,Heather Fields,2,158.34,316.68,0
2023-04-27,Clothing,Jeans,Denise Mccann,West,Sara Fuller,3,80.16,240.48,1
2023-04-23,Clothing,Dress,Amber Obrien,North,Carlos Ryan,4,40.21,160.84,0
2024-03-31,Footwear,Boots,Richard Rodriguez,West,Dawn Summers,3,97.73,293.19,1
2023-04-02,Footwear,Sandals,William Baker,South,Carlos Ryan,3,33.77,101.31,0
2023-11-20,Footwear,Sandals,Christine Wright,South,Kevin Oconnor,1,62.07,62.07,0
2023-01-17,Accessories,Watch,Christopher Rubio,North,Megan Le,1,37.01,37.01,0
2024-03-12,Footwear,Loafers,Julie Alexander,East,Megan Le,4,195.92,783.68,0
2023-04-23,Footwear,Boots,Christopher Bass,South,Dawn Summers,3,155.3,465.9,0
2023-02-14,Footwear,Loafers,Richard Rodriguez,West,Dawn Summers,1,189.95,189.95,0
2024-03-04,Footwear,Sandals,Gina Moore,South,Edward Burgess,3,101.68,305.04,0
2023-05-07,Footwear,Loafers,Laura Haney,South,Sara Fuller,4,149.54,598.16,0
2023-10-21,Clothing,Dress,Ethan Adams,West,Tanner Mitchell DDS,3,158.61,475.83,0
2024-01-11,Accessories,Watch,Mark Brown,West,Kiara Mcintyre,2,143.7,287.4,1
2023-09-03,Accessories,Watch,Susan Serrano,South,Carlos Ryan,1,28.53,28.53,0
2023-02-12,Accessories,Watch,Dr. William Warren,South,Sara Fuller,1,165.25,165.25,0
2023-07-03,Footwear,Boots,John Pierce,West,Tanner Mitchell DDS,1,112.74,112.74,0
2023-12-09,Footwear,Boots,Kathryn Snyder,North,Dawn Summers,1,146.51,146.51,0
2023-08-21,Footwear,Boots,Cathy Robinson,East,Megan Le,1,192.69,192.69,0
2023-11-17,Footwear,Sneakers,Sherri Baker,East,Edward Burgess,3,85.35,256.05,0
